u_mag,g_mag,r_mag,i_mag,z_mag,ra,dec
19.161694,17.815126,17.338512,17.15848,17.082937,192.6272808,20.16513052
17.953863,16.340216,15.731899,15.50301,15.361976,192.6724826,20.25044572
20.176765,17.537069,16.179264,15.531762,15.161325,192.6502112,20.10130141
19.061005,17.723904,17.230349,17.063396,17.008833,191.2615924,20.56321679
18.003614,16.506964,15.991711,15.779955,15.701392,191.3117182,20.70408991
19.429951,17.610754,16.886181,16.621481,16.461157,191.3453584,20.62884714
17.634916,16.531647,16.141098,15.985516,15.955085,192.1695804,20.50230558
18.140793,16.755877,16.297827,16.126289,15.916521,192.1931583,20.61736331
19.67421,17.909521,17.235847,16.978523,16.833889,192.2015688,20.5917497
19.60207,17.349939,16.318048,15.912184,15.675373,192.2233755,20.55434044
20.367739,17.833841,16.574488,16.047073,15.762821,192.2208711,20.53394727
18.620554,17.718256,17.469555,17.396849,17.364237,192.2563452,20.65447599
17.673468,16.754749,16.475983,16.343773,16.313944,192.2583288,20.52263247
17.126446,15.853036,15.374458,15.203076,15.11022,192.2614323,20.56863229
17.731571,16.583834,16.240719,16.071293,16.01965,192.2617447,20.49614617
18.324625,17.212578,16.840178,16.705132,16.597246,192.269404,20.61434154
19.114288,17.54133,17.051571,16.803843,16.725014,192.2769305,20.49624976
17.600662,16.380798,15.99782,15.814969,15.761847,192.2915984,20.50727784
18.38365,16.472303,15.660743,15.319448,15.101476,192.2962175,20.5511966
18.372463,17.136459,17.227085,17.309208,17.35796,192.6112651,20.58494703
19.154243,17.32148,16.645081,16.331005,16.165665,192.6137034,20.47556501
16.767048,15.628273,15.26065,15.125723,15.062588,192.6314829,20.49787749
18.872023,16.874548,16.126902,15.821975,15.695185,191.2886887,21.08589
18.861336,17.539139,17.053299,16.827988,16.740053,191.2917129,21.11375147
20.364635,17.646101,16.229383,15.428317,15.016182,191.2939573,21.04718355
18.469992,17.189342,16.676247,16.500874,16.401821,191.3668248,20.99207533
17.122622,15.775576,15.252309,15.104545,15.031709,191.3726074,21.04840022
18.137682,16.430101,15.7355,15.479765,15.350557,192.141027,21.00261844
18.985167,17.804562,17.381935,17.226002,17.169956,192.1538075,20.90980355
18.328985,17.453587,17.195297,17.117626,17.081743,192.1652417,20.96167003
19.538593,17.187784,16.172247,15.817413,15.567579,192.1719753,21.06854462
18.701574,17.85327,17.602882,17.532576,17.414848,192.1760827,21.06153496
19.480705,17.271788,16.349583,16.017738,15.85087,192.2149077,20.92211349
17.667709,16.103113,15.513614,15.295587,15.198675,192.2212123,20.95601965
19.055922,17.865278,17.432241,17.270855,17.17177,192.2415468,20.93533422
20.468925,17.846796,16.582926,16.086575,15.745812,192.1899235,20.95954954
19.412579,17.109352,16.161222,15.851174,15.599663,192.2744895,20.96440769
17.588736,16.414522,15.977934,15.780268,15.727098,192.3178599,21.06211556
19.273836,17.144951,16.309626,15.986649,15.74961,192.3376937,21.08448016
17.608809,16.324709,15.89626,15.739598,15.667289,192.3411812,20.90766709
18.889688,17.162647,16.494528,16.254776,16.112244,192.3516778,21.03485657
18.662731,17.434406,17.048571,16.900915,16.845943,192.352664,20.9398954
16.898167,15.926343,15.702771,15.639294,15.635789,192.5983077,20.93424965
19.835583,17.601784,16.64119,16.288147,16.124119,193.0838723,22.08885784
18.758484,17.421137,16.955112,16.736296,16.62521,193.1207944,22.2159347
17.053234,15.964157,15.707319,15.634606,15.621733,193.1333834,22.12966331
19.878712,17.642929,16.737898,16.41466,16.167774,193.1713719,22.17388445
16.5063,15.582256,15.263047,15.137825,15.147177,193.1749108,22.09067816
17.404989,16.338545,15.938965,15.832107,15.778157,193.1844397,22.16928711
19.280203,17.921839,17.268366,17.021889,16.921646,193.197891,22.14661774
19.63184,17.287893,16.2169,15.934378,15.577176,193.2570454,22.27385568
20.090555,17.572966,16.256887,15.530545,15.162601,193.2572418,22.19955216
18.804735,17.695414,17.296749,17.130972,17.141798,193.2588101,22.14227854
19.085052,17.130602,16.400059,16.141888,16.048401,193.3316777,22.09625445
18.678051,17.275482,16.789495,16.599943,16.484783,193.437381,22.18786041
18.495314,16.919422,16.324909,16.061571,15.917377,191.7491661,22.75254192
18.375067,17.195356,16.771461,16.603737,16.564022,193.0347653,22.5772098
17.696413,16.564718,16.082481,15.869919,15.811234,193.0469633,22.66052364
17.183681,16.084528,15.680812,15.52562,15.510757,193.0913182,22.64693873
19.218176,17.921982,17.399275,17.185017,17.099075,193.1033687,22.53697549
18.172915,16.266619,15.554151,15.311108,15.213065,193.108076,22.51345042
18.29833,17.094149,16.740927,16.602076,16.584927,193.1256218,22.54058912
18.392612,17.213833,16.801449,16.660936,16.6387,193.1475314,22.70275672
18.414839,17.218178,16.832682,16.701256,16.648735,193.1624233,22.61823812
17.98414,16.532578,15.977409,15.749566,15.627993,193.1700756,22.55367977
18.607918,17.120367,16.56864,16.363352,16.243286,193.1748564,22.62608089
20.267591,17.680986,16.306442,15.717152,15.411758,193.0587185,22.60035859
19.996616,17.45524,16.198086,15.727944,15.456762,193.0809536,22.54297621
20.155022,17.702776,16.616104,16.22669,16.040373,193.1236679,22.68135035
19.147408,17.554535,16.912338,16.682512,16.600281,193.2319997,22.60747304
19.956459,17.656666,16.641781,16.268396,16.084154,193.2422435,22.61345227
16.708948,15.532021,15.275757,15.235075,15.270472,193.2425274,22.56690088
19.170116,17.223181,16.419769,16.129023,15.977912,193.2624212,22.51745376
19.740446,17.187187,15.970169,15.515632,15.270054,193.2727782,22.61637835
17.956739,16.797461,16.339128,16.146505,16.042759,193.2837954,22.58946708
18.269156,16.905596,16.392097,16.215429,16.123362,193.2976001,22.54667415
18.240921,17.115545,16.663675,16.501677,16.398836,193.3542766,22.52462275
18.225746,16.996429,16.512676,16.351187,16.236044,193.3618848,22.6419219
19.545197,17.176027,16.260607,15.970493,15.833654,193.3614031,22.62245058
17.710442,16.325159,15.851858,15.688597,15.650642,193.3648528,22.55037989
18.440195,17.264397,16.845724,16.717993,16.685005,193.3697841,22.61925395
18.791914,17.568909,17.035141,16.802526,16.727629,193.412162,22.69111602
19.502077,17.005013,15.840756,15.370214,15.165271,193.4086429,22.58761267
18.974413,17.812626,17.417824,17.256344,17.249905,193.4122147,22.6038088
17.545116,16.026325,15.48063,15.280976,15.216757,193.4426302,22.62788318
18.927492,17.163029,16.488085,16.220924,16.069778,193.0332749,23.02284515
19.813934,17.887358,17.204254,16.948559,16.838629,193.0357443,23.04894557
18.689602,17.11895,16.469244,16.221952,16.101995,193.0449471,23.12429535
17.868731,16.254433,15.661425,15.463675,15.360423,193.0462331,22.95501489
16.704136,15.84642,15.573373,15.469001,15.49309,193.1157399,22.98504977
17.765886,16.475412,15.946459,15.786442,15.688021,193.1622779,22.95344975
16.778749,15.777705,15.442015,15.345729,15.306186,193.1813797,23.02013432
17.47431,16.042459,15.466402,15.276179,15.148205,193.1877924,22.97531193
20.372646,17.811213,16.515459,16.026159,15.76756,193.1535531,23.01301163
18.938084,17.172359,16.493799,16.287468,16.175547,193.2305299,23.01263968
17.776478,16.501299,16.01618,15.839844,15.76931,193.2414002,22.95887304
19.146446,17.99188,17.568798,17.408264,17.407595,193.2506352,23.08555104
18.200874,16.951395,16.449301,16.262821,16.222212,193.2640856,22.98451208
20.017708,17.544027,16.390207,15.936155,15.718699,193.2920883,23.02619495
17.847616,16.666538,16.267065,16.121603,16.072308,193.318642,23.01415722
19.373255,17.908409,17.34046,17.13973,17.023829,193.372893,22.98504659
18.635839,17.704317,17.427006,17.33284,17.284176,193.3811288,23.02471009
20.387859,17.868193,16.455128,15.526815,15.014638,193.3286681,22.94852243
18.841349,17.987595,17.768011,17.729225,17.739933,193.3859765,22.96939725
20.187759,17.881598,16.84881,16.480837,16.243486,193.4123193,23.04463064
18.026655,17.1705,16.876215,16.75626,16.749821,193.4065163,22.91497688
18.474995,17.551868,17.271696,17.177933,17.163843,193.4226962,23.05199041
18.344912,17.445969,17.161171,17.048851,17.063772,193.443564,23.05102266
17.733488,16.609535,16.20351,16.085199,16.049402,193.4423861,23.02402502
19.816273,17.842569,17.089222,16.835684,16.709974,193.155066,23.35758504
19.490578,16.89155,15.91831,15.480541,15.253177,193.1776755,23.38986687
17.436552,16.440056,16.199085,16.112455,16.062334,193.1869548,23.42709718
18.496048,17.464306,17.158663,17.059078,17.021828,193.1943476,23.53309509
20.491129,17.9879,16.664259,16.061617,15.721603,193.2256612,23.34934289
19.790918,17.317448,16.044703,15.472948,15.145965,193.2805399,23.46801696
19.000917,17.973547,17.554504,17.414745,17.33597,193.2934364,23.35227404
19.258795,17.808823,17.295053,17.099678,17.019957,193.3093866,23.41355554
19.834311,17.634335,16.694279,16.304609,16.065006,193.3383989,23.44519248
17.454899,16.393894,16.073011,15.957892,15.931939,193.3410164,23.35326088
16.824427,15.65197,15.268588,15.175277,15.11025,193.3643847,23.44177907
17.188021,15.864044,15.377705,15.256993,15.166461,193.4028993,23.48988118
20.290442,17.782515,16.36582,15.591093,15.154903,193.3286633,23.42810615
18.651049,17.715349,17.378902,17.265411,17.189512,193.0368562,21.12022774
18.70175,17.498085,16.996563,16.856932,16.757759,193.0554921,21.15140304
17.75865,16.043898,15.355392,15.163396,15.048378,193.0684486,21.07378876
18.224766,17.232058,16.885876,16.808558,16.798195,193.0814978,21.185892
19.19029,17.738539,17.139723,16.939209,16.854612,193.0914471,21.09637374
18.371264,17.404512,17.111866,16.978657,17.002306,193.1035692,21.24510007
18.936695,17.926916,17.54796,17.39072,17.383818,193.1088101,21.21788896
20.021999,17.869341,16.898384,16.520697,16.322674,193.0982489,21.20334674
18.990135,17.867247,17.426899,17.309057,17.205559,193.2071729,21.23994553
18.26012,16.826754,16.267817,16.066883,15.985023,193.2113776,21.15885618
17.750404,16.179312,15.560009,15.310917,15.20137,193.2169653,21.12804852
19.489017,17.776625,17.116217,16.89505,16.760025,193.2228719,21.09108926
19.239962,17.318472,16.506298,16.195747,16.022839,193.2500991,21.10061571
18.864773,17.474617,16.931194,16.690798,16.668554,193.3066333,21.05529222
17.957029,16.72748,16.276606,16.063793,16.080496,193.3321755,21.10517146
19.98057,17.249027,15.885592,15.393826,15.063678,193.2280849,21.22877411
20.020205,17.778475,16.814806,16.411184,16.26149,193.3360519,21.08673469
19.784914,17.528986,16.342482,15.74365,15.48175,193.358993,21.23165758
17.759365,16.339762,15.762589,15.465953,15.351925,193.3591145,21.090664
17.691992,16.469803,16.016298,15.793929,15.707465,193.373526,21.1181826
19.142561,17.563362,16.867882,16.594927,16.477634,193.4146664,21.06982695
18.111031,16.105925,15.374355,15.157953,15.126864,193.4475498,21.21818551
20.401951,17.772282,16.462759,15.864594,15.577017,193.3480269,21.1915727
18.184446,17.308109,16.964285,16.854507,16.842775,193.0490338,21.63251919
17.470381,16.032469,15.369259,15.165178,15.020039,193.0562711,21.59251336
17.484436,16.208128,15.71878,15.535509,15.469185,193.0845637,21.49664856
17.614798,16.44157,15.95345,15.789536,15.717791,193.094846,21.57792949
17.06567,15.803692,15.329687,15.125464,15.092788,193.1045686,21.48214469
16.60578,15.636392,15.33643,15.189141,15.210677,193.1340185,21.62499253
19.043262,17.806112,17.346313,17.139305,17.129059,193.1442794,21.45782726
18.412413,16.36055,15.550473,15.255585,15.115884,193.1924941,21.61304088
20.164858,17.954655,16.953371,16.563778,16.399775,193.1473177,21.50692481
20.336475,17.677521,16.384293,15.834205,15.537127,193.1874154,21.51693007
20.342522,17.659561,16.246395,15.475846,15.089753,193.2031096,21.63481096
17.63929,16.584898,16.19434,16.018585,15.979035,193.2212074,21.45551564
18.812048,17.753252,17.369427,17.198879,17.168125,193.2809079,21.54952173
18.92318,16.673532,15.705659,15.296483,15.106667,193.2996711,21.53210741
18.246452,17.002539,16.574686,16.41514,16.416498,193.3051383,21.53701746
19.417025,17.333611,16.553789,16.257196,16.169209,193.3184243,21.48927443
17.047997,15.912508,15.406054,15.151783,15.144672,193.3191752,21.44659427
17.452087,15.810764,15.185578,15.00487,15.008462,193.3257943,21.46586921
19.959484,17.791878,16.75868,16.399487,16.224968,193.2842212,21.4808852
17.856125,16.806694,16.506948,16.334393,16.378517,193.3799958,21.50518341
19.186096,17.482193,16.87512,16.643742,16.606581,193.4007206,21.49564834
18.551926,17.215851,16.781324,16.603411,16.56609,193.4060577,21.59445502
18.93391,17.437208,16.9676,16.790237,16.755283,193.4091935,21.5660987
20.567465,17.816124,16.572428,16.011278,15.742074,193.3937106,21.56875181
18.808426,17.524233,17.029688,16.941137,16.847494,193.0602746,22.06033399
18.589668,17.389933,16.872854,16.733448,16.682322,193.1323578,22.0596468
17.573872,16.3312,15.867051,15.748403,15.709577,193.1315869,21.89366139
18.533813,17.422173,17.010229,16.871428,16.831882,193.1960867,22.06870983
19.633839,17.57481,16.783152,16.537298,16.384052,193.209356,22.01357552
19.120028,16.930401,16.079794,15.782931,15.623723,193.2069786,21.94870947
17.209339,16.209627,15.918928,15.828946,15.821526,193.2229351,21.91566138
20.057558,17.54044,16.088011,15.416344,15.046214,193.0798162,22.06996285
18.025944,16.702045,16.220844,16.101097,16.013985,193.2321055,21.95594841
18.400036,17.18074,16.745871,16.648094,16.563255,193.2423025,22.01278456
18.099562,16.924559,16.507521,16.34445,16.330387,193.2639493,22.04208741
17.854036,16.579168,16.1103,15.978981,15.928066,193.2690404,22.04544777
19.337633,17.05558,16.08283,15.754869,15.592658,193.2678105,21.93538003
18.979523,17.899639,17.482939,17.355383,17.360048,193.2696717,21.90917053
19.781025,17.789804,17.000628,16.752657,16.660782,193.2866393,22.00789563
16.996574,15.653166,15.195969,15.007857,15.034333,193.2937612,21.87327286
17.975374,16.901249,16.502703,16.361284,16.402912,193.3419772,22.00280475
18.368105,17.537653,17.215769,17.015932,17.04442,193.3433417,21.89164224
18.39295,17.145527,16.639013,16.44978,16.414045,193.3988259,22.05829797
19.024172,17.75572,17.869011,17.928944,17.920151,193.404064,21.93299527
19.969366,17.373816,16.108601,15.477749,15.045061,193.3953773,21.95989981
20.547958,17.862127,16.642853,16.086061,15.713594,193.4096202,21.97437487
20.142485,17.86075,16.912745,16.603575,16.392309,191.7439352,22.44858602
19.007692,17.099041,16.129272,15.815357,15.621512,193.0396983,22.48925282
18.312761,17.463036,17.156858,17.003857,17.02079,193.0363804,22.3592099
19.392172,17.281311,16.400347,16.130144,15.982783,193.0680177,22.38733936
18.085485,17.083559,16.65333,16.558416,16.500603,193.1335001,22.3265179
18.584665,17.665981,17.308403,17.244558,17.23263,193.1475059,22.35692706
19.577435,16.991753,15.753774,15.262474,15.048611,193.2170886,22.38615511
18.644144,17.03841,16.355394,16.149706,15.971174,193.2700957,22.43875961
19.845118,17.60675,16.509302,16.093325,15.95055,193.304011,22.29263241
19.792456,17.420473,16.255098,15.898254,15.689657,193.3215512,22.36956665
19.312796,17.623045,17.005119,16.781534,16.733099,193.3288549,22.34532815
18.681976,17.138855,16.55028,16.318199,16.25915,193.3447084,22.35712303
18.251158,16.927557,16.433674,16.252764,16.237099,193.3523649,22.34152831
18.888067,17.824379,17.515938,17.374763,17.383335,193.3646611,22.3744877
18.981098,17.911552,17.581326,17.435888,17.45154,193.3746587,22.37768062
17.527496,16.21553,15.710907,15.497977,15.430291,193.3925714,22.40558226
18.507553,17.624681,17.355434,17.226322,17.221094,193.3956165,22.43951181
20.3346,17.806675,16.604788,16.108358,15.817737,193.2751169,22.33523268
19.079165,17.896507,17.483189,17.277735,17.253307,193.4404032,22.3136713
18.501377,17.297953,16.754864,16.560734,16.483051,193.0494147,22.77568497
17.975126,16.874052,16.422276,16.265844,16.22567,193.0592505,22.82309948
18.840857,17.817707,17.398891,17.285341,17.262163,193.0813846,22.90757123
18.909386,16.591553,15.533071,15.194475,15.002065,193.0907681,22.87542334
18.139111,17.038105,16.602793,16.514254,16.473295,193.1106559,22.88889006
19.135635,17.234163,16.404671,16.184456,16.036407,193.1123731,22.83711831
18.82913,17.194916,16.50984,16.320236,16.218988,193.1181827,22.77589013
17.151665,16.242077,15.951599,15.838301,15.811318,193.1662836,22.84028673
18.329744,17.171473,16.715052,16.573654,16.506866,193.1826495,22.87824396
18.984716,17.371294,16.725203,16.515923,16.402107,193.1873914,22.91863423
17.968334,16.753536,16.26844,16.029072,15.968083,193.2037072,22.83925235
18.137499,16.861776,16.413023,16.217228,16.16888,193.2310728,22.74795905
18.672462,17.424019,16.989349,16.804651,16.780874,193.2347627,22.74235422
17.898491,16.299723,15.827641,15.621205,15.566953,193.2786547,22.88000699
18.167145,16.209654,15.500308,15.305172,15.22993,193.2860722,22.72801915
17.937531,16.882549,16.748789,16.743116,16.840576,193.3319382,22.75181624
17.824829,16.568316,16.103796,15.95361,15.972379,193.3500527,22.77394712
19.337572,17.595924,16.824049,16.573895,16.445669,193.034015,23.14733519
18.531422,17.357128,16.850973,16.702486,16.649977,193.0484605,23.33979975
19.047287,17.864653,17.27426,17.118826,17.040581,193.0441663,23.26472427
18.841404,16.876772,15.94868,15.601336,15.405223,193.0727215,23.33041258
17.912912,16.572794,16.052837,15.853155,15.761594,193.1757632,23.21325098
19.674068,17.37306,16.393824,16.094471,15.903608,193.1974198,23.13481789
17.395931,16.343958,15.944156,15.791902,15.779143,193.2130339,23.24463236
17.823935,16.604122,16.15164,15.975379,15.952993,193.2192809,23.27288882
17.062466,15.985506,15.595478,15.432913,15.44713,193.2202532,23.28845647
17.709753,16.617941,16.240442,16.066355,16.060337,193.2187292,23.22829485
17.34926,16.302874,16.013399,15.904237,15.904836,193.2800976,23.2995192
18.082691,16.992344,16.686913,16.52297,16.498049,193.2798726,23.16091701
18.91902,16.94109,16.279167,15.981513,15.880675,193.2964071,23.17928748
20.550856,17.811035,16.492565,15.915945,15.55921,193.1727258,23.16059471
18.773066,17.858044,17.594774,17.511208,17.454967,193.3080414,23.27549614
17.659199,15.989064,15.400129,15.197861,15.055096,193.3299716,23.30315387
17.259979,16.318737,15.974799,15.870336,15.80587,193.3553187,23.30451959
17.388559,16.260134,15.861533,15.723733,15.686582,193.3623281,23.20838464
18.306889,17.230558,16.838484,16.710657,16.684053,193.359595,23.20929491
17.39864,16.158836,15.729977,15.575863,15.522866,193.3728699,23.28323727
17.441818,16.488941,16.199709,16.11932,16.072256,193.379502,23.33246048
19.197632,17.955399,17.581825,17.435432,17.378229,193.4112669,23.20659643
18.668457,17.197306,16.706484,16.500277,16.450516,193.4469916,23.23858647
18.367889,17.45278,17.241484,17.12739,17.143204,193.4464204,23.14976821
19.858425,17.512232,16.533218,16.122812,15.967198,193.4234535,23.16492096
17.355734,16.293554,15.902201,15.746779,15.744284,191.744212,23.70749511
18.134729,16.867064,16.455223,16.310703,16.256374,193.0435284,23.69087318
19.226835,16.86268,15.871735,15.49407,15.350395,193.0779647,23.5404011
17.436846,16.38122,16.037033,15.894188,15.827673,193.1087159,23.67920126
17.421686,16.321106,16.00115,15.842921,15.814129,193.16643,23.70320156
18.558645,16.946894,16.306814,16.025377,15.899875,193.1691617,23.61497164
19.220568,16.77058,15.76371,15.404575,15.260288,193.1894083,23.65769203
18.337141,16.393869,15.67818,15.377743,15.201598,193.1983859,23.7178123
19.236834,17.303957,16.583874,16.314436,16.210623,193.2079306,23.65982514
19.96278,17.347334,16.0592,15.461803,15.159194,193.3254029,23.54689517
18.395906,16.679535,16.010509,15.789588,15.673541,193.0556857,24.11097461
18.885458,17.538177,17.028513,16.902067,16.801443,193.0852423,24.01529264
17.810297,16.572895,16.10491,15.960404,15.868629,193.1242512,23.97856528
19.239862,17.434433,16.602423,16.306261,16.135395,193.184833,24.08687161
19.120441,17.250412,16.507231,16.220964,16.079748,193.1996675,23.95156662
20.471329,17.849543,16.4049,15.579785,15.157402,193.0599287,24.14597503
17.789335,16.304325,15.700192,15.487526,15.389891,193.2157633,24.02042476
18.274643,17.173689,16.685825,16.47456,16.048676,193.2228631,24.07968931
18.776676,17.555515,17.168842,17.018915,16.927044,193.2317451,24.06772428
18.399364,17.482288,17.23785,17.138674,17.123976,193.249978,24.09604258
18.014439,17.00099,16.683371,16.54723,16.49465,193.2657967,24.13752068
18.495235,16.661934,16.004835,15.742882,15.633262,193.2787457,24.07518773
18.148184,17.146988,16.806959,16.678896,16.643969,193.2850311,23.96612778
18.084845,16.522884,15.895768,15.668826,15.529477,193.3089814,24.1220016
17.000854,15.780518,15.358276,15.210139,15.196917,193.3277781,24.04052696
18.096392,17.09458,16.881346,16.804705,16.826878,193.3503548,23.92735012
18.986578,16.907331,16.143225,15.844818,15.772074,193.3631667,24.00148011
18.904835,17.899895,17.522079,17.356407,17.299391,193.3749328,24.10168499
17.524952,16.044596,15.526062,15.333419,15.267884,193.3792707,24.09897721
20.071171,17.391235,16.092308,15.548028,15.279237,193.3640016,23.95908903
19.018978,17.545692,17.0047,16.829576,16.737059,193.3961985,24.02364679
17.789253,16.359346,15.843886,15.7043,15.667191,193.3995389,23.94018132
20.634851,17.937176,16.680489,16.187515,15.926842,193.3779039,24.01940709
19.244724,17.955933,17.36154,17.145779,17.019209,193.0469016,24.47734343
18.584347,16.818287,16.036293,15.747173,15.646049,193.050911,24.47210245
19.117384,17.814356,17.268688,17.054974,16.982262,193.064921,24.48786347
17.553305,16.272614,15.741094,15.504549,15.414664,193.071753,24.5686903
17.637028,16.633291,16.302917,16.175716,16.133785,193.1084285,24.5247969
18.473286,17.124399,16.571852,16.311079,16.19891,193.1097578,24.53070705
18.238882,17.335943,17.095684,16.978361,16.963062,193.1773193,24.5640958
18.884222,17.763588,17.229193,16.950783,16.839134,193.1780131,24.55336259
17.513388,16.157383,15.674611,15.53881,15.509965,193.1854686,24.36350032
18.619343,17.799179,17.424685,17.268902,17.211315,193.2311922,24.47085017
19.716213,17.23527,16.046555,15.548069,15.277734,193.2712926,24.3850201
17.563587,16.41621,16.022795,15.895034,15.85022,193.2732026,24.39275671
18.528774,17.413441,17.245258,17.192183,17.175833,193.2808137,24.45319304
17.486958,16.221375,15.80793,15.638348,15.587038,193.2879397,24.51770636
18.789984,16.951366,16.19236,15.924895,15.795205,193.2917526,24.36047135
17.845907,17.023981,16.818222,16.738218,16.74667,193.3140833,24.42907732
19.341742,17.695353,17.093515,16.857784,16.754452,193.3340122,24.53393096
19.631376,17.736116,17.101271,16.853231,16.736506,193.338947,24.55652539
18.455986,16.966297,16.353981,16.098289,16.012323,193.3580649,24.49440225
18.077049,17.0704,16.733175,16.603291,16.606562,193.3514253,24.38697451
18.699156,17.285065,16.744678,16.49658,16.453896,193.3834051,24.49905179
19.180101,17.933123,17.496599,17.404524,17.227592,193.4084709,24.37604979
16.882717,15.848266,15.51235,15.36932,15.354387,193.4229322,24.47741573
17.656525,16.551487,16.126431,16.015728,15.980523,193.0698272,24.91832517
18.336941,17.408121,17.116388,17.042706,17.047701,193.1359874,24.97557103
19.337233,17.779463,17.147408,16.935539,16.816963,193.129616,24.81300842
19.821791,17.40296,16.281315,16.063108,15.354586,193.1368735,24.82638264
17.15481,16.266296,16.010807,15.924621,15.893258,193.1510591,24.83958597
19.300442,17.893335,17.272245,17.046295,16.935028,193.1604971,24.95988391
18.626381,17.181469,16.510208,16.2777,16.158001,193.1633769,24.98673195
17.805832,16.480991,15.962894,15.806869,15.734811,193.1646224,24.94711104
18.333282,17.130291,16.650557,16.521526,16.445213,193.1739357,24.93877582
19.042116,17.632843,17.055359,16.843872,16.732889,193.193213,24.90328639
18.766558,17.630033,17.131489,16.929094,16.819326,193.1926174,24.88612478
17.563383,16.013197,15.434492,15.357939,15.142425,193.2322019,24.93099202
18.794563,17.618692,17.216589,17.075861,17.008255,193.234167,24.87138173
20.183241,17.86231,16.862246,16.51667,16.319738,193.1582605,24.8775363
18.107773,17.024403,16.653973,16.520483,16.465235,193.2732832,24.82416963
17.409636,16.184,15.748795,15.61412,15.525303,193.3033654,24.8188057
19.025734,17.600124,16.987774,16.649635,16.743336,193.3182484,24.97006376
17.359444,16.295654,15.847651,15.725228,15.645157,193.3392271,24.88480997
18.675077,17.790817,17.418655,17.311636,17.272026,193.3459348,24.90111658
17.851997,16.730217,16.287802,16.165649,16.139149,193.3935347,24.94179906
19.037037,16.629942,15.651445,15.390283,15.243082,193.3957625,24.8959865
17.461096,15.97721,15.395932,15.228368,15.171704,193.4112663,24.88320906
18.800295,17.851313,17.568886,17.4685,17.457018,193.4259271,24.80403648
19.982853,17.455971,16.379421,16.004463,15.809153,193.3640351,24.77024858
18.442333,17.621527,17.317505,17.186337,17.184942,193.4463743,24.90653879
18.910257,17.439529,16.874596,16.671036,16.586611,193.4401242,24.81271293
18.673891,17.394342,16.966398,16.747526,16.696022,193.444076,20.00141088
18.463469,17.041044,16.532854,16.320011,16.266718,191.7468036,20.48725932
16.935738,16.076435,15.775497,15.700138,15.696911,193.0550102,20.36692141
17.691769,16.250294,15.691426,15.455108,15.352481,193.0662511,20.24622102
16.70785,15.604932,15.227528,15.101565,15.07198,193.0771825,20.28926253
18.484726,17.406485,17.054379,16.916468,16.870026,193.0809791,20.24925692
20.042471,17.69459,16.732014,16.378496,16.215879,193.0395244,20.28042966
18.91337,16.651537,15.784966,15.436569,15.251109,193.1639591,20.23648734
18.62888,17.500765,17.054741,16.886372,16.807388,193.1734737,20.39380482
19.550779,17.792381,17.041325,16.810165,16.633579,193.1917176,20.35047008
17.313253,16.305452,15.997506,15.86995,15.829223,193.2186495,20.43853728
19.474066,17.269035,16.322216,15.992963,15.809376,193.2145344,20.30236409
18.803278,17.845469,17.435099,17.275608,17.218786,193.224982,20.42171409
17.707779,16.524368,16.049433,15.886415,15.809017,193.2315423,20.33143708
17.398565,16.095879,15.764054,15.622601,15.609812,193.2607574,20.23037781
19.694942,17.423206,16.441563,16.019354,15.810603,193.2764077,20.43089307
19.895205,17.505569,16.554724,16.181061,15.948935,193.1809867,20.41750109
17.260155,15.941405,15.379346,15.232583,15.149714,193.3174536,20.32433459
18.754875,16.939646,16.222048,15.997648,15.884261,193.3434871,20.42764154
18.938776,17.596243,17.090834,16.95223,16.895386,193.3400224,20.2807763
19.159779,17.946156,17.454369,17.314425,17.260946,193.3480238,20.27067882
18.211798,17.036858,16.568924,16.421061,16.394783,193.3865288,20.37302811
19.013781,16.821413,15.842383,15.513083,15.323754,193.414987,20.34132795
18.371927,16.842598,16.314804,16.09342,15.985582,193.4216855,20.2375449
19.747553,17.70171,16.849739,16.536303,16.34638,193.3433832,20.25756494
19.965872,17.542213,16.296768,15.716396,15.406529,193.3675172,20.24133398
18.109396,16.940794,16.480177,16.3022,16.237862,193.0835115,20.79246215
18.552925,17.15089,16.587645,16.392126,16.307587,193.0903879,20.77173408
19.150238,17.742994,17.149284,16.92614,16.824631,193.1013594,20.66849613
19.104448,17.278704,16.549139,16.309381,16.170763,193.1138734,20.7540092
19.465584,17.477774,16.663361,16.37104,16.187336,193.1172644,20.84862206
18.358501,17.019199,16.528111,16.358597,16.262018,193.124041,20.72806712
18.299133,16.356421,15.636255,15.348217,15.168588,193.150323,20.81005228
17.634932,16.240524,15.754261,15.583358,15.508204,193.1515042,20.65819727
18.698051,17.032112,16.357161,16.068529,15.876927,193.1672046,20.70872239
19.059956,17.783878,17.323231,17.150852,17.063063,193.1745875,20.67952649
17.508337,16.02754,15.473316,15.28004,15.15816,193.2357781,20.74747571
19.527763,17.773533,17.065659,16.805046,16.640257,193.2434315,20.71529023
18.59132,17.328264,16.910229,16.722223,16.684729,193.3290442,20.83887093
19.135542,17.871805,17.46496,17.269613,17.217857,193.3475161,20.84973506
18.67338,17.698322,17.419966,17.332779,17.294687,193.3550999,20.75219187
19.512699,17.596809,16.829578,16.523891,16.392504,193.3679776,20.67238863
17.409712,16.005857,15.426688,15.205157,15.132106,193.377757,20.68507734
17.400618,16.407059,15.980412,15.805048,15.76499,193.4112064,20.67369913
